Country,Date,full[%]
Portugal,2018-09-21,54.74
Romania,2018-09-21,65.07
Slovakia,2018-09-21,59.81
Spain,2018-09-21,71.33
Sweden,2018-09-21,7.31
United Kingdom (Pre-Brexit),2018-09-21,67.84
Austria,2018-09-22,67.33
Belgium,2018-09-22,50.02
Bulgaria,2018-09-22,82.11
Croatia,2018-09-22,85.88
Czech Republic,2018-09-22,87.08
Denmark,2018-09-22,78.77
France,2018-09-22,85.36
Germany,2018-09-22,78.51
Hungary,2018-09-22,68.8
Ireland,2018-09-22,-
Italy,2018-09-22,94.1
Latvia,2018-09-22,46.92
Netherlands,2018-09-22,87.83
Poland,2018-09-22,96.95
Portugal,2018-09-22,54.74
Romania,2018-09-22,65.44
Slovakia,2018-09-22,60.01
Spain,2018-09-22,71.5
Sweden,2018-09-22,7.31
United Kingdom (Pre-Brexit),2018-09-22,67.1
Austria,2018-09-23,67.56
Belgium,2018-09-23,50.03
Bulgaria,2018-09-23,82.39
Croatia,2018-09-23,86.31
Czech Republic,2018-09-23,87.39
Denmark,2018-09-23,79.23
France,2018-09-23,85.84
Germany,2018-09-23,78.8
Hungary,2018-09-23,69.14
Ireland,2018-09-23,-
Italy,2018-09-23,94.31
Latvia,2018-09-23,47.66
Netherlands,2018-09-23,88.25
Poland,2018-09-23,97.34
Portugal,2018-09-23,54.74
Romania,2018-09-23,65.89
Slovakia,2018-09-23,60.23
Spain,2018-09-23,71.66
Sweden,2018-09-23,7.31
United Kingdom (Pre-Brexit),2018-09-23,66.64
Austria,2018-09-24,67.62
Belgium,2018-09-24,50.01
Bulgaria,2018-09-24,82.67
Croatia,2018-09-24,86.57
Czech Republic,2018-09-24,87.69
Denmark,2018-09-24,79.9
France,2018-09-24,86.15
Germany,2018-09-24,78.89
Hungary,2018-09-24,69.45
Ireland,2018-09-24,-
Italy,2018-09-24,94.49
Latvia,2018-09-24,48.22
Netherlands,2018-09-24,88.53
Poland,2018-09-24,97.63
Portugal,2018-09-24,55
Romania,2018-09-24,66.28
Slovakia,2018-09-24,60.33
Spain,2018-09-24,71.79
Sweden,2018-09-24,7.31
United Kingdom (Pre-Brexit),2018-09-24,66.69
Austria,2018-09-25,67.9
Belgium,2018-09-25,50.02
Bulgaria,2018-09-25,82.94
Croatia,2018-09-25,86.65
Czech Republic,2018-09-25,87.98
Denmark,2018-09-25,80.07
France,2018-09-25,86.48
Germany,2018-09-25,78.98
Hungary,2018-09-25,69.72
Ireland,2018-09-25,-
Italy,2018-09-25,94.59
Latvia,2018-09-25,48.75
Netherlands,2018-09-25,88.73
Poland,2018-09-25,97.75
Portugal,2018-09-25,55.34
Romania,2018-09-25,66.57
Slovakia,2018-09-25,60.58
Spain,2018-09-25,71.91
Sweden,2018-09-25,7.31
United Kingdom (Pre-Brexit),2018-09-25,64.09
Austria,2018-09-26,67.94
Belgium,2018-09-26,50.07
Bulgaria,2018-09-26,83.21
Croatia,2018-09-26,86.71
Czech Republic,2018-09-26,88.25
Denmark,2018-09-26,80.24
France,2018-09-26,86.77
Germany,2018-09-26,79.06
Hungary,2018-09-26,69.98
Ireland,2018-09-26,-
Italy,2018-09-26,94.69
Latvia,2018-09-26,49.3
Netherlands,2018-09-26,89.27
Poland,2018-09-26,97.86
Portugal,2018-09-26,55.34
Romania,2018-09-26,66.84
Slovakia,2018-09-26,60.75
Spain,2018-09-26,72.03
Sweden,2018-09-26,7.31
United Kingdom (Pre-Brexit),2018-09-26,63.44
Austria,2018-09-27,68.2
Belgium,2018-09-27,50.11
Bulgaria,2018-09-27,83.48
Croatia,2018-09-27,86.92
Czech Republic,2018-09-27,88.48
Denmark,2018-09-27,81.04
France,2018-09-27,87.07
Germany,2018-09-27,79.23
Hungary,2018-09-27,70.22
Ireland,2018-09-27,-
Italy,2018-09-27,94.85
Latvia,2018-09-27,49.85
Netherlands,2018-09-27,89.65
Poland,2018-09-27,97.98
Portugal,2018-09-27,54.13
Romania,2018-09-27,67.12
Slovakia,2018-09-27,60.99
Spain,2018-09-27,72.15
Sweden,2018-09-27,7.31
United Kingdom (Pre-Brexit),2018-09-27,64.52
Austria,2018-09-28,68.58
Belgium,2018-09-28,50.23
Bulgaria,2018-09-28,83.76
Croatia,2018-09-28,87.2
Czech Republic,2018-09-28,88.81
Denmark,2018-09-28,81.47
France,2018-09-28,87.42
Germany,2018-09-28,79.44
Hungary,2018-09-28,70.49
Ireland,2018-09-28,-
Italy,2018-09-28,94.97
Latvia,2018-09-28,50.35
Netherlands,2018-09-28,90.01
Poland,2018-09-28,98.08
Portugal,2018-09-28,54.13
Romania,2018-09-28,67.42
Slovakia,2018-09-28,61.21
Spain,2018-09-28,72.26
Sweden,2018-09-28,7.31
United Kingdom (Pre-Brexit),2018-09-28,62.55
Austria,2018-09-29,68.98
Belgium,2018-09-29,50.36
Bulgaria,2018-09-29,84.04
Croatia,2018-09-29,87.55
Czech Republic,2018-09-29,89.02
Denmark,2018-09-29,82.03
France,2018-09-29,87.85
Germany,2018-09-29,79.6
Hungary,2018-09-29,70.76
Ireland,2018-09-29,-
Italy,2018-09-29,95.16
Latvia,2018-09-29,50.85
Netherlands,2018-09-29,90.43
Poland,2018-09-29,98.19
Portugal,2018-09-29,54.7
Romania,2018-09-29,67.82
Slovakia,2018-09-29,61.48
Spain,2018-09-29,72.37
Sweden,2018-09-29,7.31
United Kingdom (Pre-Brexit),2018-09-29,61.46
Austria,2018-09-30,69.26
Belgium,2018-09-30,50.48
Bulgaria,2018-09-30,84.14
Croatia,2018-09-30,87.89
Czech Republic,2018-09-30,89.2
Denmark,2018-09-30,82.07
France,2018-09-30,88.28
Germany,2018-09-30,79.83
Hungary,2018-09-30,70.99
Ireland,2018-09-30,-
Italy,2018-09-30,95.39
Latvia,2018-09-30,51.39
Netherlands,2018-09-30,90.84
Poland,2018-09-30,98.3
Portugal,2018-09-30,54.7
Romania,2018-09-30,68.19
Slovakia,2018-09-30,61.74
Spain,2018-09-30,72.49
Sweden,2018-09-30,7.31
United Kingdom (Pre-Brexit),2018-09-30,61.03
Austria,2018-10-01,69.27
Belgium,2018-10-01,50.57
Bulgaria,2018-10-01,84.14
Croatia,2018-10-01,85.68
Czech Republic,2018-10-01,89.02
Denmark,2018-10-01,82.65
France,2018-10-01,88.55
Germany,2018-10-01,79.91
Hungary,2018-10-01,71.17
Ireland,2018-10-01,-
Italy,2018-10-01,95.53
Latvia,2018-10-01,51.81
Netherlands,2018-10-01,91
Poland,2018-10-01,98.31
Portugal,2018-10-01,55.33
Romania,2018-10-01,68.38
Slovakia,2018-10-01,61.9
Spain,2018-10-01,72.6
Sweden,2018-10-01,7.31
United Kingdom (Pre-Brexit),2018-10-01,58.28
Austria,2018-10-02,69.43
Belgium,2018-10-02,50.68
Bulgaria,2018-10-02,84.14
Croatia,2018-10-02,85.76
Czech Republic,2018-10-02,89.24
Denmark,2018-10-02,82.72
France,2018-10-02,88.79
Germany,2018-10-02,80.06
Hungary,2018-10-02,71.11
Ireland,2018-10-02,-
Italy,2018-10-02,95.58
Latvia,2018-10-02,52.29
Netherlands,2018-10-02,91.19
Poland,2018-10-02,98.32
Portugal,2018-10-02,56.13
Romania,2018-10-02,68.58
Slovakia,2018-10-02,62.09
Spain,2018-10-02,72.76
Sweden,2018-10-02,7.31
United Kingdom (Pre-Brexit),2018-10-02,59.11
Austria,2018-10-03,69.56
Belgium,2018-10-03,50.78
Bulgaria,2018-10-03,84.14
Croatia,2018-10-03,85.8
Czech Republic,2018-10-03,89.47
Denmark,2018-10-03,82.94
France,2018-10-03,89.04
Germany,2018-10-03,80.28
Hungary,2018-10-03,71.04
Ireland,2018-10-03,-
Italy,2018-10-03,95.64
Latvia,2018-10-03,52.78
Netherlands,2018-10-03,91.36
Poland,2018-10-03,98.35
Portugal,2018-10-03,56.81
Romania,2018-10-03,68.75
Slovakia,2018-10-03,62.26
Spain,2018-10-03,72.94
Sweden,2018-10-03,7.31
United Kingdom (Pre-Brexit),2018-10-03,58.98
Austria,2018-10-04,69.6
Belgium,2018-10-04,50.85
Bulgaria,2018-10-04,84.14
Croatia,2018-10-04,85.89
Czech Republic,2018-10-04,89.69
Denmark,2018-10-04,83.31
France,2018-10-04,89.27
Germany,2018-10-04,80.44
Hungary,2018-10-04,70.98
Ireland,2018-10-04,-
Italy,2018-10-04,95.71
Latvia,2018-10-04,53.22
Netherlands,2018-10-04,91.52
Poland,2018-10-04,98.42
Portugal,2018-10-04,56.81
Romania,2018-10-04,68.85
Slovakia,2018-10-04,62.33
Spain,2018-10-04,73.03
Sweden,2018-10-04,7.31
United Kingdom (Pre-Brexit),2018-10-04,59.65
Austria,2018-10-05,69.73
Belgium,2018-10-05,51.1
Bulgaria,2018-10-05,84.14
Croatia,2018-10-05,86.03
Czech Republic,2018-10-05,89.93
Denmark,2018-10-05,83.59
France,2018-10-05,89.58
Germany,2018-10-05,80.75
Hungary,2018-10-05,70.95
Ireland,2018-10-05,-
Italy,2018-10-05,95.77
Latvia,2018-10-05,53.6
Netherlands,2018-10-05,91.75
Poland,2018-10-05,98.47
Portugal,2018-10-05,56.81
Romania,2018-10-05,68.95
Slovakia,2018-10-05,62.48
Spain,2018-10-05,73.13
Sweden,2018-10-05,7.31
United Kingdom (Pre-Brexit),2018-10-05,60.09
Austria,2018-10-06,70.1
Belgium,2018-10-06,51.26
Bulgaria,2018-10-06,84.14
Croatia,2018-10-06,86.34
Czech Republic,2018-10-06,90.21
Denmark,2018-10-06,84.03
France,2018-10-06,90.02
Germany,2018-10-06,81.2
Hungary,2018-10-06,70.93
Ireland,2018-10-06,-
Italy,2018-10-06,95.92
Latvia,2018-10-06,54.07
Netherlands,2018-10-06,92.01
Poland,2018-10-06,98.49
Portugal,2018-10-06,57.42
Romania,2018-10-06,69.05
Slovakia,2018-10-06,62.75
Spain,2018-10-06,73.25
Sweden,2018-10-06,7.31
United Kingdom (Pre-Brexit),2018-10-06,59.86
Austria,2018-10-07,70.39
Belgium,2018-10-07,51.42
Bulgaria,2018-10-07,84.14
Croatia,2018-10-07,86.77
Czech Republic,2018-10-07,90.27
Denmark,2018-10-07,84.5
France,2018-10-07,90.4
Germany,2018-10-07,81.61
Hungary,2018-10-07,70.94
Ireland,2018-10-07,-
Italy,2018-10-07,96.12
Latvia,2018-10-07,54.56
Netherlands,2018-10-07,92.24
Poland,2018-10-07,98.54
Portugal,2018-10-07,58.18
Romania,2018-10-07,69.2
Slovakia,2018-10-07,62.99
Spain,2018-10-07,73.36
Sweden,2018-10-07,7.31
United Kingdom (Pre-Brexit),2018-10-07,60.75
Austria,2018-10-08,70.45
Belgium,2018-10-08,51.44
Bulgaria,2018-10-08,84.14
Croatia,2018-10-08,87.2
Czech Republic,2018-10-08,90.29
Denmark,2018-10-08,84.86
France,2018-10-08,90.68
Germany,2018-10-08,81.8
Hungary,2018-10-08,71
Ireland,2018-10-08,-
Italy,2018-10-08,96.21
Latvia,2018-10-08,54.96
Netherlands,2018-10-08,92.42
Poland,2018-10-08,98.57
Portugal,2018-10-08,58.92
Romania,2018-10-08,69.31
Slovakia,2018-10-08,63.18
Spain,2018-10-08,73.43
Sweden,2018-10-08,7.31
United Kingdom (Pre-Brexit),2018-10-08,61.57
Austria,2018-10-09,70.49
Belgium,2018-10-09,51.5
Bulgaria,2018-10-09,84.14
Croatia,2018-10-09,87.47
Czech Republic,2018-10-09,90.43
Denmark,2018-10-09,85.31
France,2018-10-09,90.93
Germany,2018-10-09,81.95
Hungary,2018-10-09,71
Ireland,2018-10-09,-
Italy,2018-10-09,96.29
Latvia,2018-10-09,55.35
Netherlands,2018-10-09,92.52
Poland,2018-10-09,98.6
Portugal,2018-10-09,59.24
Romania,2018-10-09,69.42
Slovakia,2018-10-09,63.35
Spain,2018-10-09,73.56
Sweden,2018-10-09,7.31
United Kingdom (Pre-Brexit),2018-10-09,62.74
Austria,2018-10-10,70.54
Belgium,2018-10-10,51.58
Bulgaria,2018-10-10,84.14
Croatia,2018-10-10,87.66
Czech Republic,2018-10-10,90.5
Denmark,2018-10-10,85.63
France,2018-10-10,91.25
Germany,2018-10-10,82.16
Hungary,2018-10-10,71.02
Ireland,2018-10-10,-
Italy,2018-10-10,96.38
Latvia,2018-10-10,55.71
Netherlands,2018-10-10,92.71
Poland,2018-10-10,98.61
Portugal,2018-10-10,59.88
Romania,2018-10-10,69.54
Slovakia,2018-10-10,63.5
Spain,2018-10-10,73.73
Sweden,2018-10-10,7.31
United Kingdom (Pre-Brexit),2018-10-10,65.81
Austria,2018-10-11,70.93
Belgium,2018-10-11,51.85
Bulgaria,2018-10-11,84.13
Croatia,2018-10-11,87.84
Czech Republic,2018-10-11,90.63
Denmark,2018-10-11,85.96
France,2018-10-11,91.52
Germany,2018-10-11,82.56
Hungary,2018-10-11,71.04
Ireland,2018-10-11,-
Italy,2018-10-11,96.46
Latvia,2018-10-11,55.77
Netherlands,2018-10-11,92.94
Poland,2018-10-11,98.45
Portugal,2018-10-11,60.61
Romania,2018-10-11,69.68
Slovakia,2018-10-11,63.72
Spain,2018-10-11,73.97
Sweden,2018-10-11,7.31
United Kingdom (Pre-Brexit),2018-10-11,69.1
Austria,2018-10-12,71.37
Belgium,2018-10-12,51.98
Bulgaria,2018-10-12,84.13
Croatia,2018-10-12,88.08
Czech Republic,2018-10-12,90.79
Denmark,2018-10-12,86.45
France,2018-10-12,91.77
Germany,2018-10-12,83.11
Hungary,2018-10-12,71.02
Ireland,2018-10-12,-
Italy,2018-10-12,96.56
Latvia,2018-10-12,55.77
Netherlands,2018-10-12,93.18
Poland,2018-10-12,98.39
Portugal,2018-10-12,61.39
Romania,2018-10-12,69.82
Slovakia,2018-10-12,64.07
Spain,2018-10-12,74.26
Sweden,2018-10-12,0
United Kingdom (Pre-Brexit),2018-10-12,72.67
Austria,2018-10-13,71.88
Belgium,2018-10-13,52.78
Bulgaria,2018-10-13,84.13
Croatia,2018-10-13,88.54
Czech Republic,2018-10-13,90.94
Denmark,2018-10-13,86.86
France,2018-10-13,92.12
Germany,2018-10-13,83.76
Hungary,2018-10-13,71.04
Ireland,2018-10-13,-
Italy,2018-10-13,96.78
Latvia,2018-10-13,55.77
Netherlands,2018-10-13,93.39
Poland,2018-10-13,98.18
Portugal,2018-10-13,61.9
Romania,2018-10-13,70.02
Slovakia,2018-10-13,64.5
Spain,2018-10-13,74.56
Sweden,2018-10-13,7.31
United Kingdom (Pre-Brexit),2018-10-13,81.18
Austria,2018-10-14,72.35
Belgium,2018-10-14,53.56
Bulgaria,2018-10-14,84.13
Croatia,2018-10-14,88.95
Czech Republic,2018-10-14,91.05
Denmark,2018-10-14,87.27
France,2018-10-14,92.52
Germany,2018-10-14,84.42
Hungary,2018-10-14,71.05
Ireland,2018-10-14,-
Italy,2018-10-14,96.98
Latvia,2018-10-14,55.77
Netherlands,2018-10-14,93.61
Poland,2018-10-14,98.03
Portugal,2018-10-14,62.66
Romania,2018-10-14,70.24
Slovakia,2018-10-14,64.93
Spain,2018-10-14,74.82
Sweden,2018-10-14,7.31
United Kingdom (Pre-Brexit),2018-10-14,83.92
Austria,2018-10-15,72.69
Belgium,2018-10-15,53.96
Bulgaria,2018-10-15,84.13
Croatia,2018-10-15,89.12
Czech Republic,2018-10-15,91.16
Denmark,2018-10-15,87.68
France,2018-10-15,92.75
Germany,2018-10-15,84.87
Hungary,2018-10-15,71.02
Ireland,2018-10-15,-
Italy,2018-10-15,97.07
Latvia,2018-10-15,55.77
Netherlands,2018-10-15,93.77
Poland,2018-10-15,98.15
Portugal,2018-10-15,62.91
Romania,2018-10-15,70.35
Slovakia,2018-10-15,65.22
Spain,2018-10-15,74.97
Sweden,2018-10-15,7.31
United Kingdom (Pre-Brexit),2018-10-15,85.66
Austria,2018-10-16,73.04
Belgium,2018-10-16,53.93
Bulgaria,2018-10-16,84.13
Croatia,2018-10-16,89.28
Czech Republic,2018-10-16,91.3
Denmark,2018-10-16,88.15
France,2018-10-16,92.95
Germany,2018-10-16,85.2
Hungary,2018-10-16,70.99
Ireland,2018-10-16,-
Italy,2018-10-16,97.11
Latvia,2018-10-16,55.77
Netherlands,2018-10-16,93.91
Poland,2018-10-16,98.14
Portugal,2018-10-16,62.91
Romania,2018-10-16,70.45
Slovakia,2018-10-16,65.58
Spain,2018-10-16,75.08
Sweden,2018-10-16,7.31
United Kingdom (Pre-Brexit),2018-10-16,90.05
Austria,2018-10-17,73.24
Belgium,2018-10-17,53.91
Bulgaria,2018-10-17,84.13
Croatia,2018-10-17,89.48
Czech Republic,2018-10-17,91.42
Denmark,2018-10-17,88.54
France,2018-10-17,93.13
Germany,2018-10-17,85.49
Hungary,2018-10-17,70.93
Ireland,2018-10-17,-
Italy,2018-10-17,97.15
Latvia,2018-10-17,55.77
Netherlands,2018-10-17,94.06
Poland,2018-10-17,98.13
Portugal,2018-10-17,63.29
Romania,2018-10-17,70.54
Slovakia,2018-10-17,65.84
Spain,2018-10-17,75.2
Sweden,2018-10-17,7.31
United Kingdom (Pre-Brexit),2018-10-17,92.42
Austria,2018-10-18,73.54
Belgium,2018-10-18,53.95
Bulgaria,2018-10-18,84.13
Croatia,2018-10-18,89.69
Czech Republic,2018-10-18,91.55
Denmark,2018-10-18,88.95
France,2018-10-18,93.25
Germany,2018-10-18,85.85
Hungary,2018-10-18,70.87
Ireland,2018-10-18,-
Italy,2018-10-18,97.23
Latvia,2018-10-18,55.77
Netherlands,2018-10-18,94.22
Poland,2018-10-18,98.13
Portugal,2018-10-18,63.83
Romania,2018-10-18,70.5
Slovakia,2018-10-18,66.12
Spain,2018-10-18,75.4
Sweden,2018-10-18,7.31
United Kingdom (Pre-Brexit),2018-10-18,89.85
Austria,2018-10-19,73.7
Belgium,2018-10-19,53.92
Bulgaria,2018-10-19,84.13
Croatia,2018-10-19,89.99
Czech Republic,2018-10-19,91.69
Denmark,2018-10-19,89.44
France,2018-10-19,93.34
Germany,2018-10-19,86.19
Hungary,2018-10-19,70.79
Ireland,2018-10-19,-
Italy,2018-10-19,97.3
Latvia,2018-10-19,55.77
Netherlands,2018-10-19,94.32
Poland,2018-10-19,98.11
Portugal,2018-10-19,64.6
Romania,2018-10-19,70.51
Slovakia,2018-10-19,66.46
Spain,2018-10-19,75.72
Sweden,2018-10-19,7.31
United Kingdom (Pre-Brexit),2018-10-19,89.71
Austria,2018-10-20,74.22
Belgium,2018-10-20,53.96
Bulgaria,2018-10-20,84.13
Croatia,2018-10-20,90.41
Czech Republic,2018-10-20,91.78
Denmark,2018-10-20,89.95
France,2018-10-20,93.64
Germany,2018-10-20,86.54
Hungary,2018-10-20,70.74
Ireland,2018-10-20,-
Italy,2018-10-20,97.39
Latvia,2018-10-20,55.77
Netherlands,2018-10-20,94.53
Poland,2018-10-20,98.1
Portugal,2018-10-20,65.36
Romania,2018-10-20,70.56
Slovakia,2018-10-20,66.8
Spain,2018-10-20,76.07
Sweden,2018-10-20,7.31
United Kingdom (Pre-Brexit),2018-10-20,92.89
Austria,2018-10-21,74.58
Belgium,2018-10-21,53.98
Bulgaria,2018-10-21,84.13
Croatia,2018-10-21,90.72
Czech Republic,2018-10-21,91.85
Denmark,2018-10-21,90.4
France,2018-10-21,93.92
Germany,2018-10-21,86.91
Hungary,2018-10-21,70.67
Ireland,2018-10-21,-
Italy,2018-10-21,97.48
Latvia,2018-10-21,55.77
Netherlands,2018-10-21,94.74
Poland,2018-10-21,98.07
Portugal,2018-10-21,66.13
Romania,2018-10-21,70.59
Slovakia,2018-10-21,67.14
Spain,2018-10-21,76.42
Sweden,2018-10-21,7.31
United Kingdom (Pre-Brexit),2018-10-21,96.25
Austria,2018-10-22,74.6
Belgium,2018-10-22,53.95
Bulgaria,2018-10-22,84.13
Croatia,2018-10-22,90.78
Czech Republic,2018-10-22,91.93
Denmark,2018-10-22,90.75
France,2018-10-22,94.01
Germany,2018-10-22,87.08
Hungary,2018-10-22,70.6
Ireland,2018-10-22,-
Italy,2018-10-22,97.5
Latvia,2018-10-22,55.77
Netherlands,2018-10-22,94.89
Poland,2018-10-22,98.04
Portugal,2018-10-22,66.9
Romania,2018-10-22,70.59
Slovakia,2018-10-22,67.19
Spain,2018-10-22,76.51
Sweden,2018-10-22,7.31
United Kingdom (Pre-Brexit),2018-10-22,97.23
Austria,2018-10-23,74.63
Belgium,2018-10-23,53.9
Bulgaria,2018-10-23,84.13
Croatia,2018-10-23,90.82
Czech Republic,2018-10-23,91.97
Denmark,2018-10-23,91.2
France,2018-10-23,94.18
Germany,2018-10-23,87.29
Hungary,2018-10-23,70.51
Ireland,2018-10-23,-
Italy,2018-10-23,97.5
Latvia,2018-10-23,55.77
Netherlands,2018-10-23,95.01
Poland,2018-10-23,97.87
Portugal,2018-10-23,67.66
Romania,2018-10-23,70.56
Slovakia,2018-10-23,67.21
Spain,2018-10-23,76.51
Sweden,2018-10-23,7.31
United Kingdom (Pre-Brexit),2018-10-23,97.5
Austria,2018-10-24,74.81
Belgium,2018-10-24,54.53
Bulgaria,2018-10-24,84.13
Croatia,2018-10-24,90.88
Czech Republic,2018-10-24,92.03
Denmark,2018-10-24,91.61
France,2018-10-24,94.22
Germany,2018-10-24,87.52
Hungary,2018-10-24,70.42
Ireland,2018-10-24,-
Italy,2018-10-24,97.52
Latvia,2018-10-24,55.77
Netherlands,2018-10-24,95.13
Poland,2018-10-24,97.41
Portugal,2018-10-24,68.4
Romania,2018-10-24,70.51
Slovakia,2018-10-24,67.2
Spain,2018-10-24,76.51
Sweden,2018-10-24,7.31
United Kingdom (Pre-Brexit),2018-10-24,96.13
Austria,2018-10-25,74.96
Belgium,2018-10-25,54.45
Bulgaria,2018-10-25,84.13
Croatia,2018-10-25,90.95
Czech Republic,2018-10-25,92.09
Denmark,2018-10-25,91.87
France,2018-10-25,94.3
Germany,2018-10-25,87.64
Hungary,2018-10-25,70.27
Ireland,2018-10-25,-
Italy,2018-10-25,97.54
Latvia,2018-10-25,55.77
Netherlands,2018-10-25,95.17
Poland,2018-10-25,96.89
Portugal,2018-10-25,68.4
Romania,2018-10-25,70.37
Slovakia,2018-10-25,67.22
Spain,2018-10-25,76.47
Sweden,2018-10-25,7.31
United Kingdom (Pre-Brexit),2018-10-25,96.67
Austria,2018-10-26,75.06
Belgium,2018-10-26,54.44
Bulgaria,2018-10-26,84.13
Croatia,2018-10-26,91.1
Czech Republic,2018-10-26,92.16
Denmark,2018-10-26,92.23
France,2018-10-26,94.33
Germany,2018-10-26,87.7
Hungary,2018-10-26,70.18
Ireland,2018-10-26,-
Italy,2018-10-26,97.57
Latvia,2018-10-26,55.6
Netherlands,2018-10-26,95.17
Poland,2018-10-26,96.73
Portugal,2018-10-26,67.56
Romania,2018-10-26,70.3
Slovakia,2018-10-26,67.32
Spain,2018-10-26,76.33
Sweden,2018-10-26,7.31
United Kingdom (Pre-Brexit),2018-10-26,96.44
Austria,2018-10-27,74.66
Belgium,2018-10-27,54.41
Bulgaria,2018-10-27,84.13
Croatia,2018-10-27,91.49
Czech Republic,2018-10-27,92.17
Denmark,2018-10-27,92.49
France,2018-10-27,94.36
Germany,2018-10-27,87.77
Hungary,2018-10-27,70.07
Ireland,2018-10-27,-
Italy,2018-10-27,97.59
Latvia,2018-10-27,55.42
Netherlands,2018-10-27,95.19
Poland,2018-10-27,96.72
Portugal,2018-10-27,65.61
Romania,2018-10-27,70.4
Slovakia,2018-10-27,67.58
Spain,2018-10-27,76.14
Sweden,2018-10-27,7.31
United Kingdom (Pre-Brexit),2018-10-27,96.38
Austria,2018-10-28,75.42
Belgium,2018-10-28,54.32
Bulgaria,2018-10-28,84.13
Croatia,2018-10-28,91.93
Czech Republic,2018-10-28,92.18
Denmark,2018-10-28,92.3
France,2018-10-28,94.26
Germany,2018-10-28,87.75
Hungary,2018-10-28,69.99
Ireland,2018-10-28,-
Italy,2018-10-28,97.62
Latvia,2018-10-28,55.24
Netherlands,2018-10-28,95.16
Poland,2018-10-28,96.66
Portugal,2018-10-28,69.1
Romania,2018-10-28,70.54
Slovakia,2018-10-28,67.86
Spain,2018-10-28,75.96
Sweden,2018-10-28,7.31
United Kingdom (Pre-Brexit),2018-10-28,94.58
Austria,2018-10-29,75.49
Belgium,2018-10-29,54.01
Bulgaria,2018-10-29,84.13
Croatia,2018-10-29,92.31
Czech Republic,2018-10-29,92.03
Denmark,2018-10-29,92.3
France,2018-10-29,93.8
Germany,2018-10-29,87.58
Hungary,2018-10-29,69.94
Ireland,2018-10-29,-
Italy,2018-10-29,97.7
Latvia,2018-10-29,55.02
Netherlands,2018-10-29,94.91
Poland,2018-10-29,96.56
Portugal,2018-10-29,69.87
Romania,2018-10-29,70.6
Slovakia,2018-10-29,68.08
Spain,2018-10-29,75.71
Sweden,2018-10-29,7.31
United Kingdom (Pre-Brexit),2018-10-29,91.89
Austria,2018-10-30,75.63
Belgium,2018-10-30,54.01
Bulgaria,2018-10-30,84.13
Croatia,2018-10-30,92.31
Czech Republic,2018-10-30,92.01
Denmark,2018-10-30,92.43
France,2018-10-30,93.42
Germany,2018-10-30,87.56
Hungary,2018-10-30,69.92
Ireland,2018-10-30,-
Italy,2018-10-30,97.58
Latvia,2018-10-30,54.8
Netherlands,2018-10-30,96.11
Poland,2018-10-30,96.57
Portugal,2018-10-30,69.06
Romania,2018-10-30,70.71
Slovakia,2018-10-30,68.25
Spain,2018-10-30,75.41
Sweden,2018-10-30,7.31
United Kingdom (Pre-Brexit),2018-10-30,88.2
Austria,2018-10-31,76.01
Belgium,2018-10-31,54.05
Bulgaria,2018-10-31,84.13
Croatia,2018-10-31,92.31
Czech Republic,2018-10-31,92.02
Denmark,2018-10-31,92.56
France,2018-10-31,93.12
Germany,2018-10-31,87.54
Hungary,2018-10-31,69.91
Ireland,2018-10-31,-
Italy,2018-10-31,97.46
Latvia,2018-10-31,54.64
Netherlands,2018-10-31,95.92
Poland,2018-10-31,96.67
Portugal,2018-10-31,67.21
Romania,2018-10-31,70.81
Slovakia,2018-10-31,67.79
Spain,2018-10-31,75.1
Sweden,2018-10-31,7.31
United Kingdom (Pre-Brexit),2018-10-31,84.5
Austria,2018-11-01,76.33
Belgium,2018-11-01,54.11
Bulgaria,2018-11-01,84.13
Croatia,2018-11-01,92.31
Czech Republic,2018-11-01,92.04
Denmark,2018-11-01,92.67
France,2018-11-01,93.08
Germany,2018-11-01,87.61
Hungary,2018-11-01,70.47
Ireland,2018-11-01,-
Italy,2018-11-01,97.34
Latvia,2018-11-01,54.62
Netherlands,2018-11-01,95.87
Poland,2018-11-01,96.53
Portugal,2018-11-01,67.84
Romania,2018-11-01,71.51
Slovakia,2018-11-01,65.41
Spain,2018-11-01,74.86
Sweden,2018-11-01,7.32
United Kingdom (Pre-Brexit),2018-11-01,82.66
Austria,2018-11-02,76.5
Belgium,2018-11-02,54.14
Bulgaria,2018-11-02,84.13
Croatia,2018-11-02,92.31
Czech Republic,2018-11-02,92.07
Denmark,2018-11-02,92.83
France,2018-11-02,93.03
Germany,2018-11-02,87.65
Hungary,2018-11-02,70.46
Ireland,2018-11-02,-
Italy,2018-11-02,97.38
Latvia,2018-11-02,54.62
Netherlands,2018-11-02,95.76
Poland,2018-11-02,96.4
Portugal,2018-11-02,68.58
Romania,2018-11-02,71.61
Slovakia,2018-11-02,68.18
Spain,2018-11-02,74.64
Sweden,2018-11-02,7.32
United Kingdom (Pre-Brexit),2018-11-02,82.62
Austria,2018-11-03,76.75
Belgium,2018-11-03,54.07
Bulgaria,2018-11-03,84.13
Croatia,2018-11-03,92.7
Czech Republic,2018-11-03,92.07
Denmark,2018-11-03,93.18
France,2018-11-03,92.99
Germany,2018-11-03,87.67
Hungary,2018-11-03,70.46
Ireland,2018-11-03,-
Italy,2018-11-03,97.28
Latvia,2018-11-03,54.62
